date,асфальт,грунт,песок,precipitation,temperature,wind_speed
2024-02-05,12.80038406614217,0.08236148931995714,0.4192099190255759,0.0,23.0,20.3
2024-02-21,16.322307961538765,0.001078029964920905,0.03449695887746896,0.0,22.3,20.4
2024-03-08,4.701001202362754,0.2488811845680729,1.5169318979723694,0.5,22.2,23.6
2024-03-24,9.161673591212475,0.4719615186423722,0.3365609550483065,2.3,20.7,22.9
2024-01-11,27.336755719128636,0.690945338849972,3.4706815377306897,0.0,23.5,17.4
