location,asphalt_pct,dirt_pct,sand_pct,precipitation,temperature,incident_count
Whangarei_Center,0,0,0,1.5054945054945057,23.364835164835167,5
Whangarei_Port,0,0,0,1.5054945054945057,23.364835164835167,5
Whangarei_South,0,0,0,1.5054945054945057,23.364835164835167,5
Whangarei_North,0,0,0,1.5054945054945057,23.364835164835167,5
